junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,t,Ljunit/framework/AssertionFailedError;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/framework/TestListenerTest,private,test,Ljunit/framework/TestCase;,Not using generics,0..1
junit/tests/runner/AllTests,private,suite,Ljunit/framework/TestSuite;,Not using generics,0..1
junit/tests/runner/BaseTestRunnerTest$MockRunner,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/tests/runner/BaseTestRunnerTest,private,runner,Ljunit/runner/BaseTestRunner;,Not using generics,0..1
junit/tests/runner/BaseTestRunnerTest,private,runner,Ljunit/tests/runner/BaseTestRunnerTest$MockRunner;,Not using generics,0..1
junit/tests/runner/ResultTest,private,runner,Lorg/junit/runner/JUnitCore;,Not using generics,0..1
junit/tests/runner/ResultTest,private,result,Lorg/junit/runner/Result;,Not using generics,0..1
junit/tests/runner/ResultTest,private,runner,Lorg/junit/runner/JUnitCore;,Not using generics,0..1
junit/tests/runner/ResultTest,private,result,Lorg/junit/runner/Result;,Not using generics,0..1
junit/tests/runner/ResultTest,private,result,Lorg/junit/runner/Result;,Not using generics,0..1
junit/tests/runner/ResultTest,private,fromStream,Lorg/junit/runner/Result;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest$4,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest$6,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,suite,Ljunit/framework/TestSuite;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,suite,Ljunit/framework/TestSuite;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,printer,Ljunit/textui/ResultPrinter;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,suite,Ljunit/framework/TestSuite;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,printer,Ljunit/textui/ResultPrinter;,Not using generics,0..1
junit/tests/runner/TextFeedbackTest,private,suite,Ljunit/framework/TestSuite;,Not using generics,0..1
junit/tests/runner/TextRunnerSingleMethodTest,private,t,Ljunit/textui/TestRunner;,Not using generics,0..1
junit/tests/runner/TextRunnerTest,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/ResultPrinter,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/ResultPrinter,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/ResultPrinter,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/ResultPrinter,private,booBoo,Ljunit/framework/TestFailure;,Not using generics,0..1
junit/textui/ResultPrinter,private,booBoo,Ljunit/framework/TestFailure;,Not using generics,0..1
junit/textui/ResultPrinter,private,booBoo,Ljunit/framework/TestFailure;,Not using generics,0..1
junit/textui/ResultPrinter,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/ResultPrinter,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/ResultPrinter,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/ResultPrinter,private,t,Ljunit/framework/AssertionFailedError;,Not using generics,0..1
junit/textui/ResultPrinter,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/ResultPrinter,private,test,Ljunit/framework/Test;,Not using generics,0..1
